Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
927,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,24.0,1999.0,35,17,1649,18.3,8,5,13,8,0,0,1,0,9.0,9.0,2.9,11.8,43.0,83.0,130.0,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64
2027,Cole Palmer,eng ENG,"FW,MF",Chelsea,eng Premier League,21.0,2002.0,33,29,2607,29.0,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,117.0,197.0,195.0,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77
2245,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,27.0,1995.0,14,8,823,9.1,0,1,1,0,0,0,5,1,0.0,0.0,0.2,0.2,6.0,38.0,13.0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02
367,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,20.0,2003.0,11,10,753,8.4,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,35.0,29.0,64.0,0.12,0.36,0.48,0.12,0.48,0.1,0.17,0.28,0.1,0.28
932,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,23.0,2000.0,37,37,3128,34.8,5,7,12,5,0,0,9,1,4.2,4.2,5.0,9.2,62.0,172.0,122.0,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27
570,Copete,es ESP,DF,Mallorca,es La Liga,23.0,1999.0,19,17,1333,14.8,1,1,2,1,0,0,7,0,0.5,0.5,0.8,1.3,3.0,52.0,2.0,0.07,0.07,0.14,0.07,0.14,0.04,0.05,0.09,0.04,0.09
2601,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,28.0,1994.0,25,21,1741,19.3,2,1,3,1,1,1,5,0,3.2,2.4,1.8,4.2,30.0,153.0,67.0,0.1,0.05,0.16,0.05,0.1,0.17,0.09,0.26,0.13,0.22
654,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33.0,1990.0,25,25,2209,24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1.0,49.0,4.0,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12
603,Crespo,pt POR,MF,Rayo Vallecano,es La Liga,26.0,1996.0,15,4,527,5.9,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.1,13.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2
1812,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,19.0,2004.0,36,33,3075,34.2,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,14.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2519,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36.0,1986.0,31,5,804,8.9,9,3,12,9,0,0,6,0,9.6,9.6,1.9,11.5,3.0,5.0,24.0,1.01,0.34,1.34,1.01,1.34,1.08,0.21,1.29,1.08,1.29
606,Cristian,es ESP,GK,Valencia,es La Liga,25.0,1998.0,1,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,23.0,2000.0,32,23,1946,21.6,1,3,4,1,0,0,1,0,1.1,1.1,1.7,2.8,14.0,87.0,52.0,0.05,0.14,0.18,0.05,0.18,0.05,0.08,0.13,0.05,0.13
934,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,33.0,1989.0,22,12,1187,13.2,0,1,1,0,0,0,6,0,0.1,0.1,0.5,0.6,12.0,33.0,16.0,0.0,0.08,0.08,0.0,0.08,0.01,0.04,0.04,0.01,0.04
1134,Cristian Herrera,es ESP,"FW,MF",Las Palmas,es La Liga,32.0,1991.0,8,1,166,1.8,1,0,1,1,0,0,1,0,0.9,0.9,0.0,0.9,2.0,8.0,16.0,0.54,0.0,0.54,0.54,0.54,0.48,0.02,0.5,0.48,0.5
2270,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25.0,1998.0,33,33,2790,31.0,5,0,5,5,0,0,7,1,3.5,3.5,0.4,3.9,32.0,179.0,8.0,0.16,0.0,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13
2732,Cristian Volpato,it ITA,"MF,FW",Sassuolo,it Serie A,19.0,2003.0,22,5,645,7.2,1,0,1,1,0,0,1,0,0.5,0.5,1.4,1.9,34.0,53.0,49.0,0.14,0.0,0.14,0.14,0.14,0.07,0.19,0.26,0.07,0.26
309,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30.0,1992.0,29,27,2356,26.2,2,5,7,2,0,1,8,0,1.6,0.8,3.6,4.4,55.0,129.0,109.0,0.08,0.19,0.27,0.08,0.27,0.06,0.14,0.2,0.03,0.17
1244,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,22.0,2001.0,23,14,1167,13.0,1,1,2,1,0,0,3,1,2.6,2.6,0.7,3.3,31.0,74.0,88.0,0.08,0.08,0.15,0.08,0.15,0.2,0.05,0.25,0.2,0.25
1431,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,28.0,1995.0,35,20,1823,20.3,3,2,5,3,0,0,8,0,9.0,9.0,1.4,10.4,20.0,13.0,103.0,0.15,0.1,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52
1896,Cyril Ngonge,be BEL,"FW,MF",Hellas Verona,it Serie A,23.0,2000.0,19,17,1431,15.9,6,2,8,6,0,0,4,0,4.2,3.4,1.7,5.1,53.0,44.0,117.0,0.38,0.13,0.5,0.38,0.5,0.27,0.11,0.37,0.21,0.32
459,Cárdenas,es ESP,GK,Rayo Vallecano,es La Liga,26.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Cédric Bakambu,cd COD,FW,Betis,es La Liga,32.0,1991.0,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33
2462,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31.0,1991.0,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,33.0,1989.0,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3.0,39.0,77.0,39.0,0.0,0.13,0.13,0.0,0.13,0.04,0.15,0.19,0.04,0.19
1796,César Montes,mx MEX,DF,Almería,es La Liga,26.0,1997.0,21,21,1788,19.9,0,0,0,0,0,0,5,0,0.7,0.7,0.2,0.9,7.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04
2555,César Tárrega,es ESP,DF,Valencia,es La Liga,21.0,2002.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,Daichi Kamada,jp JPN,MF,Lazio,it Serie A,26.0,1996.0,29,17,1544,17.2,2,2,4,2,0,0,3,0,1.8,1.8,2.8,4.6,40.0,96.0,78.0,0.12,0.12,0.23,0.12,0.23,0.11,0.16,0.27,0.11,0.27
1106,Daiki Hashioka,jp JPN,DF,Luton Town,eng Premier League,24.0,1999.0,10,6,595,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,3.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
1405,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,30.0,1993.0,30,24,2090,23.2,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23.0,119.0,97.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14
322,Daley Blind,nl NED,DF,Girona,es La Liga,33.0,1990.0,34,33,2972,33.0,1,2,3,1,0,0,6,0,1.7,1.7,1.1,2.8,48.0,209.0,22.0,0.03,0.06,0.09,0.03,0.09,0.05,0.03,0.09,0.05,0.09
2444,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,28.0,1995.0,11,6,388,4.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Damion Downs,us USA,"FW,MF",Köln,de Bundesliga,19.0,2004.0,10,0,181,2.0,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.99,0.0,0.99,0.99,0.99,0.51,0.0,0.51,0.51,0.51
2255,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20.0,2003.0,5,3,258,2.9,0,2,2,0,0,0,1,0,0.0,0.0,0.8,0.8,2.0,9.0,4.0,0.0,0.7,0.7,0.0,0.7,0.01,0.27,0.28,0.01,0.28
2521,Damián Suárez,uy URU,DF,Getafe,es La Liga,35.0,1988.0,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.3,0.3,0.8,1.2,20.0,58.0,47.0,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08
409,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,31.0,1992.0,33,32,2726,30.3,2,2,4,2,0,0,4,0,3.1,3.1,1.1,4.2,14.0,75.0,25.0,0.07,0.07,0.13,0.07,0.13,0.1,0.04,0.14,0.1,0.14
1882,Dan Ndoye,ch SUI,"FW,MF",Bologna,it Serie A,22.0,2000.0,32,20,1771,19.7,1,1,2,1,0,0,4,0,4.9,4.9,1.8,6.6,88.0,36.0,173.0,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34
2806,Dan-Axel Zagadou,fr FRA,DF,Stuttgart,de Bundesliga,24.0,1999.0,19,16,1453,16.1,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,2.0,75.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08
2375,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,19.0,2004.0,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Dango Ouattara,bf BFA,"FW,DF",Bournemouth,eng Premier League,21.0,2002.0,30,12,1229,13.7,1,2,3,1,0,0,3,0,2.6,2.6,1.5,4.1,47.0,35.0,90.0,0.07,0.15,0.22,0.07,0.22,0.19,0.11,0.3,0.19,0.3
472,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31.0,1992.0,28,25,2171,24.1,4,3,7,4,0,0,5,1,1.7,1.7,2.7,4.4,30.0,82.0,168.0,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18
496,Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,26.0,1996.0,20,5,598,6.6,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,16.0,47.0,23.0,0.0,0.3,0.3,0.0,0.3,0.05,0.22,0.27,0.05,0.27
940,Dani García,es ESP,MF,Athletic Club,es La Liga,33.0,1990.0,17,7,745,8.3,1,0,1,1,0,0,4,0,0.8,0.8,0.2,1.0,3.0,36.0,4.0,0.12,0.0,0.12,0.12,0.12,0.1,0.03,0.12,0.1,0.12
1967,Dani Olmo,es ESP,MF,RB Leipzig,de Bundesliga,25.0,1998.0,21,17,1449,16.1,4,5,9,4,0,0,0,0,3.3,3.3,5.4,8.8,60.0,68.0,111.0,0.25,0.31,0.56,0.25,0.56,0.21,0.34,0.55,0.21,0.55
2256,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,35.0,1988.0,36,31,2615,29.1,2,4,6,2,0,0,9,0,1.4,1.4,4.1,5.5,54.0,118.0,110.0,0.07,0.14,0.21,0.07,0.21,0.05,0.14,0.19,0.05,0.19
208,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,23.0,2000.0,14,3,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06
237,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,32.0,1991.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30.0,1993.0,5,3,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,24.0,1998.0,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.5,0.5,0.4,0.9,27.0,109.0,17.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04
921,Daniel Fuzato,br BRA,GK,Getafe,es La Liga,26.0,1997.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,Daniel Gore,eng ENG,MF,Manchester Utd,eng Premier League,18.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,Daniel Jebbison,eng ENG,FW,Sheffield Utd,eng Premier League,19.0,2003.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,21.0,2001.0,11,2,333,3.7,4,1,5,4,0,0,0,0,1.3,1.3,1.2,2.4,15.0,10.0,22.0,1.08,0.27,1.35,1.08,1.35,0.34,0.31,0.65,0.34,0.65
1837,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,27.0,1996.0,16,16,1439,16.0,0,4,4,0,0,0,4,0,1.2,1.2,2.4,3.7,25.0,38.0,80.0,0.0,0.25,0.25,0.0,0.25,0.08,0.15,0.23,0.08,0.23
2042,Daniel Parejo,es ESP,MF,Villarreal,es La Liga,34.0,1989.0,33,29,2580,28.7,3,5,8,0,3,3,4,0,2.9,0.6,3.0,3.6,11.0,210.0,28.0,0.1,0.17,0.28,0.0,0.17,0.1,0.1,0.21,0.02,0.12
2091,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,23.0,2000.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,24.0,1999.0,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
2293,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29.0,1994.0,17,13,1187,13.2,2,0,2,2,0,0,2,0,1.6,1.6,0.4,2.0,2.0,46.0,2.0,0.15,0.0,0.15,0.15,0.15,0.12,0.03,0.15,0.12,0.15
2475,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,26.0,1997.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,25.0,1998.0,24,24,2160,24.0,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7.0,65.0,6.0,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06
633,Danilo,br BRA,DF,Juventus,it Serie A,32.0,1991.0,29,27,2452,27.2,1,1,2,1,0,0,7,0,1.3,1.3,0.9,2.2,18.0,161.0,21.0,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08
492,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28.0,1994.0,28,15,1361,15.1,1,0,1,1,0,0,8,0,0.4,0.4,0.8,1.1,9.0,69.0,7.0,0.07,0.0,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08
621,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,34.0,1988.0,24,16,1536,17.1,0,0,0,0,0,0,5,1,0.7,0.7,0.2,0.8,12.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
2088,Danilo Pereira,pt POR,DF,Paris S-G,fr Ligue 1,31.0,1991.0,26,22,1995,22.2,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,28.0,148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
2463,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31.0,1991.0,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
1225,Danley Jean-Jacques,ht HAI,MF,Metz,fr Ligue 1,23.0,2000.0,33,30,2682,29.8,0,0,0,0,0,0,5,0,2.9,2.9,0.6,3.5,35.0,84.0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
1190,Danny Ings,eng ENG,FW,West Ham,eng Premier League,31.0,1992.0,20,3,404,4.5,1,0,1,1,0,0,1,0,1.3,1.3,0.3,1.5,7.0,8.0,29.0,0.22,0.0,0.22,0.22,0.22,0.28,0.06,0.34,0.28,0.34
2757,Danny Welbeck,eng ENG,"FW,MF",Brighton,eng Premier League,32.0,1990.0,29,21,1693,18.8,5,1,6,5,0,0,4,0,5.3,5.3,1.7,7.0,32.0,44.0,100.0,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37
584,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,30.0,1993.0,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22.0,40.0,53.0,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16
637,Dante,br BRA,DF,Nice,fr Ligue 1,39.0,1983.0,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.9,0.9,1.0,2.0,13.0,185.0,6.0,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06
1814,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,25.0,1998.0,34,24,2049,22.8,4,3,7,4,0,0,3,0,3.6,3.6,3.0,6.5,112.0,57.0,152.0,0.18,0.13,0.31,0.18,0.31,0.16,0.13,0.29,0.16,0.29
2629,Daouda Traoré,fr FRA,MF,Nice,fr Ligue 1,17.0,2006.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
1938,Dara O'Shea,ie IRL,DF,Burnley,eng Premier League,24.0,1999.0,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2.0,2.7,32.0,122.0,10.0,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08
372,Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,31.0,1992.0,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
1441,Darko Lazović,rs SRB,"FW,MF",Hellas Verona,it Serie A,32.0,1990.0,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43.0,66.0,139.0,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3
2800,Darlin Yongwa,cm CMR,DF,Lorient,fr Ligue 1,22.0,2000.0,22,11,1159,12.9,1,1,2,1,0,0,3,0,0.7,0.7,1.4,2.1,39.0,43.0,81.0,0.08,0.08,0.16,0.08,0.16,0.06,0.1,0.16,0.06,0.16
1552,Darwin Machís,ve VEN,MF,Cádiz,es La Liga,30.0,1993.0,21,10,785,8.7,4,0,4,3,1,1,0,1,1.4,0.6,0.7,1.3,20.0,15.0,54.0,0.46,0.0,0.46,0.34,0.34,0.16,0.08,0.24,0.07,0.15
1926,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,24.0,1999.0,36,22,2047,22.7,11,8,19,11,0,1,9,0,16.3,15.5,6.0,21.5,58.0,54.0,206.0,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95
60,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,21.0,2002.0,6,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,David Alaba,at AUT,DF,Real Madrid,es La Liga,31.0,1992.0,14,14,1154,12.8,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.6,9.0,51.0,13.0,0.0,0.08,0.08,0.0,0.08,0.08,0.05,0.13,0.08,0.13
391,David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,26.0,1997.0,13,2,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1.0,3.2,8.0,21.0,27.0,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03
645,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,20.0,2002.0,15,10,879,9.8,4,1,5,4,0,0,1,0,4.5,4.5,1.8,6.4,21.0,15.0,39.0,0.41,0.1,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65
941,David García,es ESP,DF,Osasuna,es La Liga,29.0,1994.0,27,27,2334,25.9,0,1,1,0,0,0,5,0,1.0,1.0,1.3,2.2,21.0,133.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09
977,David Gil,es ESP,GK,Cádiz,es La Liga,29.0,1994.0,5,4,372,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,22.0,2000.0,13,4,496,5.5,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.1,12.0,12.0,38.0,0.0,0.18,0.18,0.0,0.18,0.03,0.18,0.21,0.03,0.21
1507,David López,es ESP,DF,Girona,es La Liga,33.0,1989.0,25,25,1965,21.8,3,0,3,3,0,0,4,0,2.1,1.9,0.2,2.1,15.0,54.0,1.0,0.14,0.0,0.14,0.14,0.14,0.1,0.01,0.11,0.09,0.1
1590,David Mamutovic,de GER,"FW,DF",Mainz 05,de Bundesliga,22.0,2000.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,David Okereke,ng NGA,"FW,MF",Torino,it Serie A,25.0,1997.0,9,3,252,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,8.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13
2016,David Ozoh,eng ENG,"MF,DF",Crystal Palace,eng Premier League,18.0,2005.0,9,0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,David Pereira da Costa,pt POR,MF,Lens,fr Ligue 1,22.0,2001.0,25,17,1494,16.6,4,2,6,4,0,0,3,0,3.0,3.0,3.5,6.5,53.0,73.0,101.0,0.24,0.12,0.36,0.24,0.36,0.18,0.21,0.39,0.18,0.39
2201,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25.0,1998.0,31,31,2739,30.4,2,8,10,2,0,0,6,0,0.8,0.8,7.3,8.0,77.0,131.0,246.0,0.07,0.26,0.33,0.07,0.33,0.02,0.24,0.26,0.02,0.26
2203,David Raya,es ESP,GK,Arsenal,eng Premier League,27.0,1995.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,David Soria,es ESP,GK,Getafe,es La Liga,30.0,1993.0,38,38,3413,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2836,David Zima,cz CZE,DF,Torino,it Serie A,22.0,2000.0,5,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,17.0,2005.0,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Davide Bettella,it ITA,MF,Monza,it Serie A,23.0,2000.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Davide Biraschi,it ITA,DF,Genoa,it Serie A,29.0,1994.0,1,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.1,0.1,0.1
424,Davide Calabria,it ITA,DF,Milan,it Serie A,26.0,1996.0,29,26,2185,24.3,1,3,4,1,0,0,5,2,1.3,1.3,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1
846,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31.0,1991.0,11,7,602,6.7,0,1,1,0,0,0,5,0,0.4,0.4,0.4,0.8,13.0,28.0,31.0,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11
907,Davide Frattesi,it ITA,MF,Inter,it Serie A,23.0,1999.0,32,6,955,10.6,6,3,9,6,0,0,1,0,7.1,7.1,1.9,9.0,27.0,37.0,40.0,0.57,0.28,0.85,0.57,0.85,0.67,0.18,0.85,0.67,0.85
2820,Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,31.0,1992.0,31,23,1867,20.7,2,1,3,2,0,0,5,0,2.2,2.2,1.4,3.7,67.0,78.0,132.0,0.1,0.05,0.14,0.1,0.14,0.11,0.07,0.18,0.11,0.18
